Customer_Id,Age,Income_Level,Claim_History,Credit_Score,Risk1,Risk2,Risk3,Risk4,RiskFinal
44204,47,141322,3,504,2,1,3,3,3
44205,57,41224,3,784,3,3,3,1,3
44206,46,93249,4,833,2,2,3,1,2
44207,25,90603,3,615,1,2,3,3,3
44208,32,145099,2,805,2,1,2,1,1.5
44209,61,123376,3,697,3,1,3,2,3
44210,57,112497,0,813,3,1,1,1,1
44211,37,35857,3,767,2,3,3,1,3
44212,19,120512,2,751,1,1,2,1,1
44213,59,132577,2,656,3,1,2,2,2
44214,36,96320,3,557,2,2,3,3,2.5
44215,34,73787,1,704,2,2,2,2,2
44216,24,134897,0,769,1,1,1,1,1
44217,57,127525,4,647,3,1,3,3,3
44218,46,36120,0,725,2,3,1,2,2
44219,22,43358,5,745,1,3,3,2,3
44220,36,51763,5,578,2,3,3,3,3
44221,25,41050,3,563,1,3,3,3,3
44222,37,57270,0,556,2,3,1,3,3
44223,30,51406,4,510,1,3,3,3,3
44224,44,49360,1,802,2,3,2,1,2
44225,66,119175,3,792,3,1,3,1,2
44226,30,120818,0,821,1,1,1,1,1
44227,36,49262,1,806,2,3,2,1,2
44228,21,121093,4,665,1,1,3,2,2
44229,34,71213,4,503,2,2,3,3,2.5
44230,35,26208,4,592,2,3,3,3,3
44231,39,56053,3,844,2,3,3,1,3
44232,27,25442,3,508,1,3,3,3,3
44233,63,54135,2,648,3,3,2,3,3
44234,66,66737,2,641,3,2,2,3,2.5
44235,29,121845,3,589,1,1,3,3,2
44236,58,70255,2,696,3,2,2,2,2
44237,33,120277,5,576,2,1,3,3,3
44238,43,64267,4,831,2,2,3,1,2
44239,61,27402,5,762,3,3,3,1,3
44240,46,20735,0,701,2,3,1,2,2
44241,69,67237,2,540,3,2,2,3,2.5
44242,62,100010,4,795,3,1,3,1,2
44243,30,123211,2,729,1,1,2,2,1.5
44244,68,41189,2,831,3,3,2,1,3
44245,63,90758,3,712,3,2,3,2,2.5
44246,25,62124,3,503,1,2,3,3,3
44247,18,38521,5,649,1,3,3,3,3
44248,25,34871,0,549,1,3,1,3,2
44249,31,33652,0,586,2,3,1,3,3
44250,67,42908,3,748,3,3,3,2,3
44251,68,53953,2,835,3,3,2,1,3
44252,20,64086,4,644,1,2,3,3,3
44253,26,87596,1,772,1,2,2,1,1.5
44254,43,118110,3,559,2,1,3,3,3
44255,19,103710,5,718,1,1,3,2,2
44256,44,148502,3,534,2,1,3,3,3
44257,53,83380,3,579,3,2,3,3,3
44258,58,64868,0,813,3,2,1,1,2
44259,40,65572,0,513,2,2,1,3,2
44260,63,111773,3,643,3,1,3,3,3
44261,37,138001,1,743,2,1,2,2,2
44262,27,72857,4,575,1,2,3,3,3
44263,43,48856,4,707,2,3,3,2,2.5
44264,33,54652,4,691,2,3,3,2,2.5
44265,41,61528,4,611,2,2,3,3,2.5
44266,41,75514,1,522,2,2,2,3,2
44267,37,38006,5,631,2,3,3,3,3
44268,27,132890,4,657,1,1,3,2,2
44269,38,130190,0,558,2,1,1,3,2
44270,38,48704,3,659,2,3,3,2,2.5
44271,30,27823,4,659,1,3,3,2,3
44272,44,102907,1,505,2,1,2,3,2
44273,56,119945,0,508,3,1,1,3,2
44274,20,129178,1,838,1,1,2,1,1
44275,63,132705,3,555,3,1,3,3,3
44276,21,142781,4,568,1,1,3,3,2
44277,64,123957,4,580,3,1,3,3,3
44278,47,63973,2,696,2,2,2,2,2
44279,64,90825,0,850,3,2,1,1,2
44280,54,146299,0,753,3,1,1,1,1
44281,37,131891,5,533,2,1,3,3,3
44282,40,35386,3,830,2,3,3,1,3
44283,44,119270,3,736,2,1,3,2,2
44284,23,96197,3,827,1,2,3,1,2
44285,33,78847,3,760,2,2,3,1,2
44286,47,23676,4,508,2,3,3,3,3
44287,54,56236,2,539,3,3,2,3,3
44288,34,58647,0,705,2,3,1,2,2
44289,46,60571,0,716,2,2,1,2,2
44290,56,142888,4,705,3,1,3,2,3
44291,53,50667,5,824,3,3,3,1,3
44292,39,108293,0,512,2,1,1,3,2
44293,34,95696,2,677,2,2,2,2,2
44294,40,57869,3,575,2,3,3,3,3
44295,25,70983,2,579,1,2,2,3,2
44296,35,28914,1,502,2,3,2,3,2.5
44297,56,21316,4,742,3,3,3,2,3
44298,38,36809,4,730,2,3,3,2,2.5
44299,33,57918,5,509,2,3,3,3,3
44300,39,118258,2,631,2,1,2,3,2
44301,41,25683,0,743,2,3,1,2,2
44302,61,138263,3,624,3,1,3,3,3
44303,64,134118,0,650,3,1,1,3,2
44304,37,35190,2,656,2,3,2,2,2
44305,65,93153,3,619,3,2,3,3,3
44306,48,97686,4,654,2,2,3,2,2
44307,19,135848,3,749,1,1,3,2,2
44308,44,54042,0,514,2,3,1,3,3
44309,21,148515,5,627,1,1,3,3,2
44310,45,71263,0,684,2,2,1,2,2
44311,54,74551,0,849,3,2,1,1,2
44312,32,40490,4,794,2,3,3,1,3
44313,68,52169,5,577,3,3,3,3,3
44314,41,25173,5,626,2,3,3,3,3
44315,46,93469,5,722,2,2,3,2,2
44316,38,118246,3,591,2,1,3,3,3
44317,59,132765,3,792,3,1,3,1,2
44318,53,49908,0,590,3,3,1,3,3
44319,33,41396,5,744,2,3,3,2,2.5
44320,40,59896,4,711,2,3,3,2,2.5
44321,33,80445,1,544,2,2,2,3,2
44322,64,95411,2,518,3,2,2,3,2.5
44323,22,66614,2,645,1,2,2,3,2
44324,38,48392,4,675,2,3,3,2,2.5
44325,29,73643,1,574,1,2,2,3,2
44326,60,27997,3,829,3,3,3,1,3
44327,35,126135,4,602,2,1,3,3,3
44328,44,68142,4,590,2,2,3,3,2.5
44329,41,90675,1,651,2,2,2,2,2
44330,28,146419,5,517,1,1,3,3,2
44331,38,142676,5,658,2,1,3,2,2
44332,56,80229,0,505,3,2,1,3,3
44333,46,82668,4,555,2,2,3,3,2.5
44334,47,35859,0,665,2,3,1,2,2
44335,23,88946,0,506,1,2,1,3,2
44336,60,146557,5,717,3,1,3,2,3
44337,64,30512,0,511,3,3,1,3,3
44338,34,80513,2,726,2,2,2,2,2
44339,45,100111,4,565,2,1,3,3,3
44340,62,146051,3,806,3,1,3,1,2
44341,37,22121,2,531,2,3,2,3,2.5
44342,29,46758,4,653,1,3,3,2,3
44343,47,84275,4,661,2,2,3,2,2
44344,33,128585,3,647,2,1,3,3,3
44345,44,96349,0,597,2,2,1,3,2
44346,43,53558,5,820,2,3,3,1,3
44347,64,62616,4,610,3,2,3,3,3
44348,35,99393,4,648,2,2,3,3,2.5
44349,65,88474,5,564,3,2,3,3,3
44350,70,89259,4,759,3,2,3,1,3
44351,49,114453,2,732,2,1,2,2,2
44352,69,98418,1,839,3,2,2,1,2
44353,29,86153,0,548,1,2,1,3,2
44354,69,82828,3,654,3,2,3,2,2.5
44355,66,34410,4,603,3,3,3,3,3
44356,49,27217,3,833,2,3,3,1,3
44357,25,144442,2,656,1,1,2,2,1.5
44358,24,129630,0,661,1,1,1,2,1
44359,31,58201,5,574,2,3,3,3,3
44360,20,55936,3,625,1,3,3,3,3
44361,33,32162,5,659,2,3,3,2,2.5
44362,52,126539,4,509,3,1,3,3,3
44363,40,108926,1,672,2,1,2,2,2
44364,47,56046,3,637,2,3,3,3,3
44365,57,110862,0,719,3,1,1,2,2
44366,31,144226,0,677,2,1,1,2,1.5
44367,56,109160,1,572,3,1,2,3,3
44368,55,53839,2,549,3,3,2,3,3
44369,27,111102,1,506,1,1,2,3,2
44370,54,57789,3,514,3,3,3,3,3
44371,53,25217,1,826,3,3,2,1,3
44372,63,123152,1,638,3,1,2,3,3
44373,57,92628,1,792,3,2,2,1,2
44374,30,113137,4,762,1,1,3,1,1
44375,26,108984,0,566,1,1,1,3,1
44376,32,64127,4,516,2,2,3,3,2.5
44377,24,44830,4,522,1,3,3,3,3
44378,44,133197,3,565,2,1,3,3,3
44379,43,143456,3,648,2,1,3,3,3
44380,45,65665,3,538,2,2,3,3,2.5
44381,57,125564,3,719,3,1,3,2,3
44382,24,98179,5,621,1,2,3,3,3
44383,26,67209,0,668,1,2,1,2,1.5
44384,23,56008,3,725,1,3,3,2,3
44385,54,41687,0,567,3,3,1,3,3
44386,35,121942,1,671,2,1,2,2,2
44387,55,58037,3,682,3,3,3,2,3
44388,31,120555,5,802,2,1,3,1,2
44389,26,120218,5,790,1,1,3,1,1
44390,43,33630,4,538,2,3,3,3,3
44391,32,38476,1,766,2,3,2,1,2
44392,34,47121,5,589,2,3,3,3,3
44393,40,72360,4,727,2,2,3,2,2
44394,70,106199,3,717,3,1,3,2,3
44395,48,84014,1,642,2,2,2,3,2
44396,49,119043,0,764,2,1,1,1,1
44397,65,24910,0,510,3,3,1,3,3
44398,54,105486,5,720,3,1,3,2,3
44399,68,34195,5,803,3,3,3,1,3
44400,62,54672,2,566,3,3,2,3,3
44401,60,33426,0,571,3,3,1,3,3
44402,62,144388,2,712,3,1,2,2,2
44403,20,135986,0,534,1,1,1,3,1
44404,36,96197,4,810,2,2,3,1,2
44405,31,27453,3,594,2,3,3,3,3
44406,23,134722,3,655,1,1,3,2,2
44407,41,62536,5,573,2,2,3,3,2.5
44408,39,71898,5,644,2,2,3,3,2.5
44409,57,26923,3,556,3,3,3,3,3
44410,20,145605,1,688,1,1,2,2,1.5
44411,37,133580,1,611,2,1,2,3,2
44412,27,84504,1,750,1,2,2,2,2
44413,28,53010,5,699,1,3,3,2,3
44414,29,40723,5,578,1,3,3,3,3
44415,64,53051,2,693,3,3,2,2,2.5
44416,44,117307,3,512,2,1,3,3,3
44417,47,120314,1,570,2,1,2,3,2
44418,51,120743,4,638,3,1,3,3,3
44419,35,77225,3,589,2,2,3,3,2.5
44420,48,37780,2,731,2,3,2,2,2
44421,23,111489,3,813,1,1,3,1,1
44422,43,98167,0,549,2,2,1,3,2
44423,20,85530,5,568,1,2,3,3,3
44424,44,67786,0,671,2,2,1,2,2
44425,57,33993,3,712,3,3,3,2,3
44426,44,75222,3,834,2,2,3,1,2
44427,54,50548,1,743,3,3,2,2,2.5
44428,26,128503,5,532,1,1,3,3,2
44429,47,35555,4,762,2,3,3,1,3
44430,25,111759,4,537,1,1,3,3,2
44431,33,117327,1,527,2,1,2,3,2
44432,37,66003,1,732,2,2,2,2,2
44433,47,43008,3,821,2,3,3,1,3
44434,53,72077,3,663,3,2,3,2,2.5
44435,23,26418,1,763,1,3,2,1,2
44436,28,34016,4,789,1,3,3,1,2
44437,69,67575,2,584,3,2,2,3,2.5
44438,32,117163,4,560,2,1,3,3,3
44439,50,112526,2,767,2,1,2,1,1.5
44440,64,49327,1,745,3,3,2,2,2.5
44441,46,71821,3,729,2,2,3,2,2
44442,34,36311,1,687,2,3,2,2,2
44443,67,64788,4,805,3,2,3,1,3
44444,59,55953,2,543,3,3,2,3,3
44445,47,121479,3,728,2,1,3,2,2
44446,55,139192,1,542,3,1,2,3,3
44447,20,123419,0,804,1,1,1,1,1
44448,42,87445,4,785,2,2,3,1,2
44449,64,106333,0,618,3,1,1,3,2
44450,40,121796,3,840,2,1,3,1,2
44451,30,37478,4,636,1,3,3,3,3
44452,48,83967,1,714,2,2,2,2,2
44453,43,57926,4,806,2,3,3,1,3
44454,49,110292,1,768,2,1,2,1,1.5
44455,27,119275,2,831,1,1,2,1,1
44456,50,92647,3,712,2,2,3,2,2
44457,69,24156,5,832,3,3,3,1,3
44458,69,129077,4,735,3,1,3,2,3
44459,63,89867,1,571,3,2,2,3,2.5
44460,42,32991,4,651,2,3,3,2,2.5
44461,39,66712,3,658,2,2,3,2,2
44462,55,25666,1,559,3,3,2,3,3
44463,43,31693,3,696,2,3,3,2,2.5
44464,43,87157,4,540,2,2,3,3,2.5
44465,32,126197,3,839,2,1,3,1,2
44466,38,91573,4,809,2,2,3,1,2
44467,26,59340,5,647,1,3,3,3,3
44468,42,90731,2,724,2,2,2,2,2
44469,37,112078,4,836,2,1,3,1,2
44470,43,123261,4,631,2,1,3,3,3
44471,53,91154,3,716,3,2,3,2,2.5
44472,31,54267,3,706,2,3,3,2,2.5
44473,61,138191,4,778,3,1,3,1,2
44474,57,32512,3,724,3,3,3,2,3
44475,37,55325,4,549,2,3,3,3,3
44476,46,40342,1,598,2,3,2,3,2.5
44477,21,53913,0,616,1,3,1,3,2
44478,56,144614,4,633,3,1,3,3,3
44479,48,100483,2,586,2,1,2,3,2
44480,54,70213,1,718,3,2,2,2,2
44481,35,112454,4,512,2,1,3,3,3
44482,34,113820,0,801,2,1,1,1,1
44483,58,113512,0,732,3,1,1,2,2
44484,25,125536,4,762,1,1,3,1,1
44485,64,108598,0,654,3,1,1,2,2
44486,30,78423,4,809,1,2,3,1,2
44487,51,37583,3,529,3,3,3,3,3
44488,20,88424,0,759,1,2,1,1,1
44489,55,35547,2,786,3,3,2,1,3
44490,34,121667,3,721,2,1,3,2,2
44491,29,147063,1,544,1,1,2,3,2
44492,31,35516,0,615,2,3,1,3,3
44493,23,94142,5,653,1,2,3,2,2
44494,41,120434,3,513,2,1,3,3,3
44495,55,32847,2,619,3,3,2,3,3
44496,25,58713,4,612,1,3,3,3,3
44497,62,93634,2,798,3,2,2,1,2
44498,23,32689,4,815,1,3,3,1,2
44499,25,119746,1,546,1,1,2,3,2
44500,51,45483,1,731,3,3,2,2,2.5
44501,30,35703,4,838,1,3,3,1,2
44502,64,75949,1,533,3,2,2,3,2.5
44503,68,101939,1,725,3,1,2,2,2
44504,53,55222,1,509,3,3,2,3,3
44505,44,97553,2,670,2,2,2,2,2
44506,67,89588,4,730,3,2,3,2,2.5
44507,55,75886,0,748,3,2,1,2,2
44508,44,147134,0,773,2,1,1,1,1
44509,61,25253,1,570,3,3,2,3,3
44510,44,23714,1,629,2,3,2,3,2.5
44511,36,34412,3,515,2,3,3,3,3
44512,66,42392,3,543,3,3,3,3,3
44513,35,111656,0,838,2,1,1,1,1
44514,58,100853,3,567,3,1,3,3,3
44515,37,50514,4,724,2,3,3,2,2.5
44516,58,62310,4,701,3,2,3,2,2.5
44517,19,122443,1,644,1,1,2,3,2
44518,38,124516,3,627,2,1,3,3,3
44519,30,62815,1,513,1,2,2,3,2
44520,37,133754,3,730,2,1,3,2,2
44521,69,98181,0,800,3,2,1,1,2
44522,41,55009,0,708,2,3,1,2,2
44523,24,24788,3,633,1,3,3,3,3
44524,61,143125,5,554,3,1,3,3,3
44525,67,31892,0,617,3,3,1,3,3
44526,25,129607,0,661,1,1,1,2,1
44527,33,57253,0,594,2,3,1,3,3
44528,32,115676,1,686,2,1,2,2,2
44529,25,118971,5,814,1,1,3,1,1
44530,32,64276,4,592,2,2,3,3,2.5
44531,63,80929,3,648,3,2,3,3,3
44532,26,62739,4,728,1,2,3,2,2
44533,63,134993,2,791,3,1,2,1,2
44534,55,54701,4,707,3,3,3,2,3
44535,69,84335,3,545,3,2,3,3,3
44536,43,91076,3,710,2,2,3,2,2
44537,25,80535,1,802,1,2,2,1,1.5
44538,63,145900,0,688,3,1,1,2,2
44539,56,129327,0,655,3,1,1,2,2
44540,19,62790,4,512,1,2,3,3,3
44541,46,46301,0,581,2,3,1,3,3
44542,38,59807,3,655,2,3,3,2,2.5
44543,51,93156,3,757,3,2,3,1,3
44544,59,117635,4,806,3,1,3,1,2
44545,24,59272,4,786,1,3,3,1,2
44546,20,73335,4,759,1,2,3,1,2
44547,52,116434,4,639,3,1,3,3,3
44548,63,37100,5,813,3,3,3,1,3
44549,31,83900,3,805,2,2,3,1,2
44550,54,56700,0,724,3,3,1,2,3
44551,55,54242,5,834,3,3,3,1,3
44552,19,89020,0,606,1,2,1,3,2
44553,42,94488,0,731,2,2,1,2,2
44554,49,43324,0,796,2,3,1,1,2
44555,67,84525,4,784,3,2,3,1,3
44556,21,63542,5,648,1,2,3,3,3
44557,65,144311,2,579,3,1,2,3,3
44558,43,120038,1,645,2,1,2,3,2
44559,62,73273,0,766,3,2,1,1,2
44560,49,54433,3,529,2,3,3,3,3
44561,41,71056,3,801,2,2,3,1,2
44562,23,49549,3,719,1,3,3,2,3
44563,25,45718,0,640,1,3,1,3,2
44564,48,95001,0,704,2,2,1,2,2
44565,63,120748,5,605,3,1,3,3,3
44566,32,68857,2,685,2,2,2,2,2
44567,68,104228,3,672,3,1,3,2,3
44568,68,120224,0,546,3,1,1,3,2
44569,23,25096,3,657,1,3,3,2,3
44570,29,53219,0,550,1,3,1,3,2
44571,18,108786,2,634,1,1,2,3,2
44572,18,53101,4,839,1,3,3,1,2
44573,33,62560,4,648,2,2,3,3,2.5
44574,42,93299,5,707,2,2,3,2,2
44575,37,42903,3,761,2,3,3,1,3
44576,38,37477,4,588,2,3,3,3,3
44577,19,35275,3,810,1,3,3,1,2
44578,20,144439,0,564,1,1,1,3,1
44579,60,40915,3,532,3,3,3,3,3
44580,44,104532,0,772,2,1,1,1,1
44581,70,35885,0,845,3,3,1,1,2
44582,39,29353,0,744,2,3,1,2,2
44583,18,72727,4,514,1,2,3,3,3
44584,51,70015,5,632,3,2,3,3,3
44585,60,51005,5,742,3,3,3,2,3
44586,38,96634,5,785,2,2,3,1,2
44587,67,37017,4,762,3,3,3,1,3
44588,55,147724,1,630,3,1,2,3,3
44589,25,80418,1,618,1,2,2,3,2
44590,47,146187,4,726,2,1,3,2,2
44591,23,66177,4,796,1,2,3,1,2
44592,45,109477,4,575,2,1,3,3,3
44593,26,60663,4,576,1,2,3,3,3
44594,68,35376,0,590,3,3,1,3,3
44595,20,119319,0,643,1,1,1,3,1
44596,41,52594,4,643,2,3,3,3,3
44597,25,106242,0,588,1,1,1,3,1
44598,67,118364,4,624,3,1,3,3,3
44599,19,143562,0,625,1,1,1,3,1
44600,38,122321,4,590,2,1,3,3,3
44601,40,49980,2,730,2,3,2,2,2
44602,28,128175,3,525,1,1,3,3,2
44603,69,46972,4,733,3,3,3,2,3
44604,67,37949,1,536,3,3,2,3,3
44605,36,72565,1,650,2,2,2,3,2
44606,26,71500,1,636,1,2,2,3,2
44607,25,29509,1,744,1,3,2,2,2
44608,25,33944,4,711,1,3,3,2,3
44609,57,36215,3,756,3,3,3,1,3
44610,39,146010,3,655,2,1,3,2,2
44611,60,132984,3,516,3,1,3,3,3
44612,34,37145,2,658,2,3,2,2,2
44613,22,124410,1,600,1,1,2,3,2
44614,42,136563,0,608,2,1,1,3,2
44615,21,62772,5,620,1,2,3,3,3
44616,55,86979,3,813,3,2,3,1,3
44617,69,118178,0,577,3,1,1,3,2
44618,69,115385,5,711,3,1,3,2,3
44619,25,36986,4,603,1,3,3,3,3
44620,53,120687,4,810,3,1,3,1,2
44621,55,138115,0,837,3,1,1,1,1
44622,41,67734,3,600,2,2,3,3,2.5
44623,33,90399,1,645,2,2,2,3,2
44624,40,53493,5,559,2,3,3,3,3
44625,25,69101,4,739,1,2,3,2,2
44626,55,31624,3,824,3,3,3,1,3
44627,69,49979,2,734,3,3,2,2,2.5
44628,38,100885,4,839,2,1,3,1,2
44629,42,70795,5,803,2,2,3,1,2
44630,50,94112,4,557,2,2,3,3,2.5
44631,61,108200,4,833,3,1,3,1,2
44632,62,118190,1,813,3,1,2,1,2
44633,22,37868,4,537,1,3,3,3,3
44634,44,134816,0,576,2,1,1,3,2
44635,55,143682,0,638,3,1,1,3,2
44636,56,81798,4,623,3,2,3,3,3
44637,57,99808,1,503,3,2,2,3,2.5
44638,26,116784,5,788,1,1,3,1,1
44639,25,116914,1,621,1,1,2,3,2
44640,42,141416,3,643,2,1,3,3,3
44641,41,60887,3,731,2,2,3,2,2
44642,20,93951,3,532,1,2,3,3,3
44643,66,132400,0,714,3,1,1,2,2
44644,65,101311,0,744,3,1,1,2,2
44645,66,87164,0,839,3,2,1,1,2
44646,38,133922,5,799,2,1,3,1,2
44647,55,103132,3,811,3,1,3,1,2
44648,40,42198,1,829,2,3,2,1,2
44649,34,133517,3,651,2,1,3,2,2
44650,37,90596,0,655,2,2,1,2,2
44651,39,111939,4,554,2,1,3,3,3
44652,25,145653,3,752,1,1,3,1,1
44653,39,22344,4,626,2,3,3,3,3
44654,31,25401,5,662,2,3,3,2,2.5
44655,43,54455,0,651,2,3,1,2,2
44656,43,133762,0,850,2,1,1,1,1
44657,47,99722,0,555,2,2,1,3,2
44658,40,56443,5,681,2,3,3,2,2.5
44659,35,37741,3,769,2,3,3,1,3
44660,69,92662,1,829,3,2,2,1,2
44661,65,56024,2,660,3,3,2,2,2.5
44662,56,26144,3,808,3,3,3,1,3
44663,30,136018,1,544,1,1,2,3,2
44664,54,77900,4,715,3,2,3,2,2.5
44665,44,110160,3,515,2,1,3,3,3
44666,24,122489,0,751,1,1,1,1,1
44667,28,22553,0,790,1,3,1,1,1
44668,67,55767,2,791,3,3,2,1,3
44669,37,71027,1,716,2,2,2,2,2
44670,57,143681,3,718,3,1,3,2,3
44671,55,39290,2,654,3,3,2,2,2.5
44672,70,111781,4,800,3,1,3,1,2
44673,61,143028,0,659,3,1,1,2,2
44674,46,22992,5,738,2,3,3,2,2.5
44675,63,25126,2,540,3,3,2,3,3
44676,26,70206,3,535,1,2,3,3,3
44677,62,115416,2,542,3,1,2,3,3
44678,26,98411,3,585,1,2,3,3,3
44679,65,68622,0,659,3,2,1,2,2
44680,57,51278,0,734,3,3,1,2,3
44681,69,142775,0,511,3,1,1,3,2
44682,24,91373,1,631,1,2,2,3,2
44683,56,117863,0,541,3,1,1,3,2
44684,35,26341,0,734,2,3,1,2,2
44685,33,93455,2,646,2,2,2,3,2
44686,63,107157,2,579,3,1,2,3,3
44687,42,131557,3,725,2,1,3,2,2
44688,39,53649,4,721,2,3,3,2,2.5
44689,35,51736,1,564,2,3,2,3,2.5
44690,37,42158,5,799,2,3,3,1,3
44691,35,74168,1,695,2,2,2,2,2
44692,68,104315,3,562,3,1,3,3,3
44693,41,119720,5,640,2,1,3,3,3
44694,20,120702,0,578,1,1,1,3,1
44695,59,119803,4,572,3,1,3,3,3
44696,62,71144,0,538,3,2,1,3,3
44697,38,45306,0,519,2,3,1,3,3
44698,40,126219,5,716,2,1,3,2,2
44699,21,55133,3,730,1,3,3,2,3
44700,62,119662,3,640,3,1,3,3,3
44701,25,39293,0,510,1,3,1,3,2
44702,26,113310,2,509,1,1,2,3,2
44703,23,43493,2,650,1,3,2,3,3
44704,30,69493,4,825,1,2,3,1,2
44705,25,87979,5,514,1,2,3,3,3
44706,62,82840,1,795,3,2,2,1,2
44707,48,33867,4,845,2,3,3,1,3
44708,37,136722,2,766,2,1,2,1,1.5
44709,40,58964,4,837,2,3,3,1,3
44710,30,55918,4,748,1,3,3,2,3
44711,37,103467,5,615,2,1,3,3,3
44712,55,35785,3,838,3,3,3,1,3
44713,26,46518,4,519,1,3,3,3,3
44714,67,74465,0,582,3,2,1,3,3
44715,66,35224,4,679,3,3,3,2,3
44716,33,37175,2,641,2,3,2,3,2.5
44717,52,28472,0,606,3,3,1,3,3
44718,47,75340,0,542,2,2,1,3,2
44719,70,37188,4,747,3,3,3,2,3
44720,30,43978,1,684,1,3,2,2,2
44721,45,95610,4,712,2,2,3,2,2
44722,51,120672,4,508,3,1,3,3,3
44723,46,64694,5,756,2,2,3,1,2
44724,57,56086,1,725,3,3,2,2,2.5
44725,45,72174,2,620,2,2,2,3,2
44726,57,61859,0,634,3,2,1,3,3
44727,56,38584,1,587,3,3,2,3,3
44728,49,132158,4,706,2,1,3,2,2
44729,69,24025,3,759,3,3,3,1,3
44730,24,51149,0,653,1,3,1,2,2
44731,68,48854,3,794,3,3,3,1,3
44732,62,92443,5,584,3,2,3,3,3
44733,61,57709,0,567,3,3,1,3,3
44734,68,24834,1,830,3,3,2,1,3
44735,23,147245,3,805,1,1,3,1,1
44736,39,24575,3,713,2,3,3,2,2.5
44737,36,113271,4,538,2,1,3,3,3
44738,58,130662,4,731,3,1,3,2,3
44739,25,41431,4,711,1,3,3,2,3
44740,68,32975,3,763,3,3,3,1,3
44741,63,89017,1,664,3,2,2,2,2
44742,56,24224,5,666,3,3,3,2,3
44743,23,72500,3,836,1,2,3,1,2
44744,55,44694,0,579,3,3,1,3,3
44745,40,130416,4,725,2,1,3,2,2
44746,33,116756,4,729,2,1,3,2,2
44747,20,84243,4,572,1,2,3,3,3
44748,41,142136,4,671,2,1,3,2,2
44749,41,85336,4,766,2,2,3,1,2
44750,26,40327,3,844,1,3,3,1,2
44751,59,55803,4,555,3,3,3,3,3
44752,69,142411,2,723,3,1,2,2,2
44753,47,57216,1,513,2,3,2,3,2.5
44754,38,124141,2,518,2,1,2,3,2
44755,20,137890,2,834,1,1,2,1,1
44756,26,72874,3,597,1,2,3,3,3
44757,24,143367,0,655,1,1,1,2,1
44758,68,138000,1,517,3,1,2,3,3
44759,22,36054,3,569,1,3,3,3,3
44760,54,143573,5,724,3,1,3,2,3
44761,54,70288,3,632,3,2,3,3,3
44762,20,45217,5,807,1,3,3,1,2
44763,37,142694,4,733,2,1,3,2,2
44764,29,83307,2,802,1,2,2,1,1.5
44765,37,73020,0,835,2,2,1,1,1.5
44766,24,67150,2,631,1,2,2,3,2
44767,32,103586,1,772,2,1,2,1,1.5
44768,29,43799,0,634,1,3,1,3,2
44769,23,119622,1,644,1,1,2,3,2
44770,24,89775,4,573,1,2,3,3,3
44771,32,66193,1,764,2,2,2,1,2
44772,62,147668,4,707,3,1,3,2,3
44773,30,37073,5,548,1,3,3,3,3
44774,37,54134,4,832,2,3,3,1,3
44775,61,39566,1,734,3,3,2,2,2.5
44776,41,36967,0,512,2,3,1,3,3
44777,23,134337,5,797,1,1,3,1,1
44778,22,144946,1,735,1,1,2,2,1.5
44779,45,112335,2,594,2,1,2,3,2
44780,45,24489,3,726,2,3,3,2,2.5
44781,25,104771,0,554,1,1,1,3,1
44782,68,104857,2,516,3,1,2,3,3
44783,68,101732,1,523,3,1,2,3,3
44784,55,112293,0,806,3,1,1,1,1
44785,39,63141,0,618,2,2,1,3,2
44786,44,144959,1,565,2,1,2,3,2
44787,26,25081,2,553,1,3,2,3,3
44788,51,62132,0,567,3,2,1,3,3
44789,36,88537,5,665,2,2,3,2,2
44790,37,137242,0,702,2,1,1,2,1.5
44791,57,69478,4,670,3,2,3,2,2.5
44792,27,93193,4,626,1,2,3,3,3
44793,45,60052,0,572,2,2,1,3,2
44794,56,102817,1,762,3,1,2,1,2
44795,38,31086,1,808,2,3,2,1,2
44796,43,148559,0,715,2,1,1,2,1.5
44797,41,119231,4,844,2,1,3,1,2
44798,63,56880,4,771,3,3,3,1,3
44799,53,121088,5,586,3,1,3,3,3
44800,23,144156,3,516,1,1,3,3,2
44801,50,58021,5,571,2,3,3,3,3
44802,57,37045,0,556,3,3,1,3,3
44803,47,73042,0,580,2,2,1,3,2
44804,20,148892,0,590,1,1,1,3,1
44805,63,146990,0,736,3,1,1,2,2
44806,31,92491,3,505,2,2,3,3,2.5
44807,45,97022,1,805,2,2,2,1,2
44808,59,137097,4,770,3,1,3,1,2
44809,51,52346,4,696,3,3,3,2,3
44810,27,47691,0,644,1,3,1,3,2
44811,24,69602,4,745,1,2,3,2,2
44812,62,116819,2,834,3,1,2,1,2
44813,40,59768,4,703,2,3,3,2,2.5
44814,53,99976,2,594,3,2,2,3,2.5
44815,68,107815,4,673,3,1,3,2,3
44816,28,106792,2,508,1,1,2,3,2
44817,46,91202,3,713,2,2,3,2,2
44818,27,51929,0,601,1,3,1,3,2
44819,21,58010,5,530,1,3,3,3,3
44820,36,143826,0,757,2,1,1,1,1
44821,55,36032,1,669,3,3,2,2,2.5
44822,25,143972,1,654,1,1,2,2,1.5
44823,41,50100,4,655,2,3,3,2,2.5
44824,20,138312,5,582,1,1,3,3,2
44825,35,71576,4,808,2,2,3,1,2
44826,20,56915,3,775,1,3,3,1,2
44827,55,36109,5,826,3,3,3,1,3
44828,25,69080,4,555,1,2,3,3,3
